Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_CaboVerde.55	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740	2047740
bin_Denmark.29	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851	2333851
bin_Brazil.157	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646	2288646
bin_Malaysia.46	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946	2443946
bin_Brazil.159	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247	2048247
bin_Aruba.31	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944	2192944
bin_Denmark.19	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908	2249908
bin_Brazil.56	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240	1941240
bin_Brazil.50	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896	2106896
bin_Aruba.29	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603	3001603
bin_CaboVerde.18	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338	2185338
bin_Denmark.107	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805	4556805
bin_Malaysia.9	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540	1944540
bin_Brazil.76	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157	1380157
bin_Brazil.32	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566	2430566
bin_Brazil.163	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625	3340625
bin_Denmark.86	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079	2357079
bin_Malaysia.52	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309	2783309
bin_Brazil.9	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684	1266684
bin_Brazil.145	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744	1920744
bin_Brazil.113	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999	1930999
bin_Denmark.72	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717	1886717
bin_Brazil.35	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220	1713220
bin_Malaysia.116	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772	2667772
bin_Aruba.60	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799	1558799
bin_Brazil.105	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026	2328026
bin_Aruba.54	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443	1467443
